2057,7,,,,,,
TemperatureF,Dew_PointF,Humidity,Sea_Level_PressureIn,VisibilityMPH,Wind_SpeedMPH,WindDirDegrees,TripCount
0.319303338,0.51486698,0.829268293,0.011811024,0.74789916,0.291316527,0.861111111,0
0.306240929,0.483568075,0.780487805,0.015748032,0.831932773,0.355742297,0.833333333,0
0.290275762,0.466353678,0.780487805,0.015748032,0.831932773,0.515406163,0.888888889,0
0.245283019,0.422535211,0.792682927,0.019685039,0.831932773,0.386554622,0.861111111,0
0.23222061,0.405320814,0.780487805,0.023622047,0.831932773,0.386554622,0.861111111,0
0.23222061,0.391236307,0.743902439,0.019685039,0.831932773,0.420168067,0.861111111,0
0.216255443,0.374021909,0.743902439,0.023622047,0.831932773,0.450980392,0.833333333,0
0.188679245,0.374021909,0.829268293,0.035433071,0.831932773,0.420168067,0.861111111,0
0.188679245,0.374021909,0.829268293,0.035433071,0.831932773,0.420168067,0.861111111,0
0.175616836,0.374021909,0.865853659,0.051181102,0.495798319,0.484593838,0.916666667,4
0.203193033,0.356807512,0.743902439,0.059055118,0.831932773,0.450980392,0.916666667,0
0.188679245,0.356807512,0.780487805,0.05511811,0.411764706,0.450980392,1,1
0.23222061,0.356807512,0.670731707,0.062992126,0.831932773,0.515406163,0.888888889,0
0.216255443,0.342723005,0.670731707,0.07480315,0.831932773,0.420168067,0.916666667,0
0.216255443,0.3114241,0.609756098,0.086614173,0.831932773,0.450980392,0.944444444,0
0.216255443,0.3114241,0.609756098,0.094488189,0.831932773,0.484593838,0.916666667,0
0.216255443,0.3114241,0.609756098,0.102362205,0.74789916,0.420168067,0.944444444,0
0.23222061,0.295774648,0.536585366,0.110236221,0.831932773,0.579831933,0.944444444,2
0.245283019,0.3114241,0.548780488,0.110236221,0.831932773,0.450980392,0.916666667,3
0.245283019,0.3114241,0.548780488,0.125984252,0.831932773,0.386554622,0.916666667,2
0.245283019,0.325508607,0.573170732,0.133858268,0.831932773,0.355742297,0.888888889,4
0.23222061,0.3114241,0.573170732,0.141732284,0.831932773,0.355742297,0.861111111,1
0.23222061,0.295774648,0.536585366,0.149606299,0.831932773,0.257703081,0.916666667,0
0.23222061,0.264475743,0.475609756,0.149606299,0.831932773,0.355742297,0.944444444,0
0.23222061,0.264475743,0.475609756,0.153543307,0.831932773,0.355742297,0.888888889,0
0.216255443,0.233176839,0.451219512,0.145669291,0.831932773,0.322128852,0.944444444,0
0.203193033,0.250391236,0.5,0.149606299,0.831932773,0.291316527,0.861111111,0
0.203193033,0.233176839,0.475609756,0.141732284,0.831932773,0.193277311,0.972222222,0
0.175616836,0.264475743,0.597560976,0.133858268,0.831932773,0.193277311,0.694444444,0
0.159651669,0.295774648,0.695121951,0.133858268,0.831932773,0.162464986,0.722222222,0
0.159651669,0.295774648,0.695121951,0.125984252,0.831932773,0.128851541,0.75,0
0.159651669,0.325508607,0.780487805,0.125984252,0.831932773,0.098039216,0.777777778,0
0.175616836,0.325508607,0.731707317,0.122047244,0.831932773,0.098039216,0.694444444,0
0.188679245,0.356807512,0.780487805,0.122047244,0.579831933,0.257703081,0.75,1
0.175616836,0.374021909,0.865853659,0.114173228,0.117647059,0.226890756,0.694444444,1
0.159651669,0.391236307,0.951219512,0.110236221,0.327731092,0.226890756,0.666666667,1
0.203193033,0.422535211,0.914634146,0.110236221,0.411764706,0.257703081,0.805555556,0
0.188679245,0.374021909,0.829268293,0.118110236,0.201680672,0.579831933,0.861111111,0
0.235123367,0.345852895,0.634146342,0.114173228,0.831932773,0.420168067,0.916666667,0
0.245283019,0.325508607,0.573170732,0.114173228,0.831932773,0.355742297,0.861111111,0
0.203193033,0.391236307,0.829268293,0.122047244,0.495798319,0.549019608,0.805555556,1
0.245283019,0.281690141,0.487804878,0.12992126,0.831932773,0.579831933,0.805555556,1
0.203193033,0.264475743,0.536585366,0.125984252,0.201680672,0.742296919,0.916666667,3
0.188679245,0.201877934,0.451219512,0.141732284,0.74789916,0.450980392,0.861111111,4
0.203193033,0.123630673,0.292682927,0.145669291,0.831932773,0.450980392,0.861111111,1
0.159651669,0.17057903,0.43902439,0.157480315,0.831932773,0.386554622,0.972222222,2
0.130624093,0.201877934,0.56097561,0.173228347,0.831932773,0.579831933,0.916666667,0
0.130624093,0.233176839,0.62195122,0.181102362,0.831932773,0.579831933,0.916666667,0
0.101596517,0.264475743,0.780487805,0.177165354,0.142857143,0.579831933,0.888888889,0
0.08563135,0.281690141,0.865853659,0.18503937,0.159663866,0.484593838,1,0
0.044992743,0.123630673,0.585365854,0.224409449,0.831932773,0.549019608,1,0
0.029027576,0.14084507,0.658536585,0.236220472,0.831932773,0.450980392,0.972222222,0
0.029027576,0.123630673,0.62195122,0.24015748,0.831932773,0.386554622,0.944444444,0
0.015965167,0.092331768,0.573170732,0.248031496,0.831932773,0.549019608,0.944444444,0
0,0.075117371,0.573170732,0.25984252,0.831932773,0.322128852,0.916666667,0
0,0.061032864,0.548780488,0.271653543,0.831932773,0.386554622,0.944444444,0
0,0.061032864,0.548780488,0.283464567,0.831932773,0.386554622,0.944444444,0
0.029027576,0.061032864,0.487804878,0.295275591,0.831932773,0.355742297,0.972222222,0
0.058055152,0.061032864,0.426829268,0.303149606,0.831932773,0.450980392,0.944444444,3
0.101596517,0.061032864,0.353658537,0.307086614,0.831932773,0.322128852,0.944444444,0
0.114658926,0.029733959,0.292682927,0.31496063,0.831932773,0.226890756,0.055555556,3
0.14658926,0.061032864,0.292682927,0.31496063,0.831932773,0.257703081,1,0
0.175616836,0.061032864,0.256097561,0.311023622,0.831932773,0.257703081,0.055555556,3
0.159651669,0,0.195121951,0.303149606,0.831932773,0,0,7
0.203193033,0.014084507,0.158536585,0.295275591,0.831932773,0.128851541,0.972222222,14
0.188679245,0.123630673,0.317073171,0.291338583,0.831932773,0.355742297,0.25,10
0.188679245,0.109546166,0.304878049,0.291338583,0.831932773,0.322128852,0.361111111,16
0.159651669,0.109546166,0.341463415,0.287401575,0.831932773,0.355742297,0.277777778,14
0.14658926,0.123630673,0.390243902,0.283464567,0.831932773,0.386554622,0.305555556,2
0.114658926,0.123630673,0.43902439,0.283464567,0.831932773,0.420168067,0.361111111,0
0.130624093,0.14084507,0.43902439,0.275590551,0.831932773,0.420168067,0.361111111,0
0.130624093,0.154929578,0.463414634,0.271653543,0.831932773,0.322128852,0.388888889,0
0.130624093,0.14084507,0.43902439,0.263779528,0.831932773,0.355742297,0.416666667,0
0.130624093,0.154929578,0.463414634,0.25984252,0.831932773,0.386554622,0.444444444,0
0.14658926,0.17057903,0.463414634,0.248031496,0.831932773,0.450980392,0.416666667,0
0.14658926,0.201877934,0.524390244,0.236220472,0.831932773,0.515406163,0.444444444,0
0.14658926,0.215962441,0.56097561,0.224409449,0.831932773,0.515406163,0.444444444,0
0.159651669,0.215962441,0.524390244,0.216535433,0.831932773,0.515406163,0.416666667,0
0.14658926,0.250391236,0.634146342,0.196850394,0.579831933,0.549019608,0.416666667,0
0.14658926,0.264475743,0.658536585,0.181102362,0.831932773,0.420168067,0.416666667,0
0.159651669,0.281690141,0.670731707,0.181102362,0.831932773,0.420168067,0.472222222,0
0.175616836,0.281690141,0.634146342,0.177165354,0.831932773,0.484593838,0.472222222,1
0.188679245,0.3114241,0.670731707,0.161417323,0.831932773,0.420168067,0.472222222,1
0.245283019,0.3114241,0.548780488,0.153543307,0.831932773,0.549019608,0.5,3
0.261248186,0.325508607,0.536585366,0.145669291,0.831932773,0.450980392,0.5,2
0.277213353,0.374021909,0.597560976,0.133858268,0.831932773,0.484593838,0.5,0
0.306240929,0.422535211,0.646341463,0.122047244,0.74789916,0.579831933,0.555555556,4
0.319303338,0.483568075,0.756097561,0.110236221,0.831932773,0.644257703,0.527777778,0
0.306240929,0.497652582,0.817073171,0.110236221,0.831932773,0.515406163,0.527777778,0
0.306240929,0.532081377,0.914634146,0.094488189,0.159663866,0.450980392,0.555555556,0
0.333817126,0.563380282,0.914634146,0.094488189,0.411764706,0.386554622,0.555555556,0
0.346879536,0.577464789,0.914634146,0.094488189,0.579831933,0.355742297,0.583333333,4
0.346879536,0.593114241,0.963414634,0.098425197,0.243697479,0.291316527,0.611111111,0
0.346879536,0.593114241,0.963414634,0.094488189,0.201680672,0.257703081,0.638888889,1
0.362844703,0.593114241,0.914634146,0.094488189,0.327731092,0.257703081,0.583333333,1
0.375907112,0.624413146,0.963414634,0.106299213,0.495798319,0.322128852,0.666666667,0
0.391872279,0.624413146,0.914634146,0.102362205,0.411764706,0.322128852,0.666666667,0
0.391872279,0.638497653,0.951219512,0.098425197,0.411764706,0.257703081,0.611111111,0
0.391872279,0.638497653,0.951219512,0.098425197,0.327731092,0.226890756,0.694444444,0
0.391872279,0.638497653,0.951219512,0.110236221,0.327731092,0.226890756,0.805555556,0
0.375907112,0.624413146,0.963414634,0.106299213,0.495798319,0.162464986,0.722222222,0
0.333817126,0.593114241,1,0.114173228,0.411764706,0.128851541,0.666666667,0
0.333817126,0.577464789,0.951219512,0.122047244,0.411764706,0.162464986,0.722222222,0
0.319303338,0.532081377,0.878048781,0.125984252,0.831932773,0.193277311,0.75,0
0.319303338,0.497652582,0.780487805,0.137795276,0.74789916,0.193277311,0.75,0
0.319303338,0.466353678,0.707317073,0.145669291,0.831932773,0.322128852,0.805555556,1
0.333817126,0.436619718,0.609756098,0.149606299,0.831932773,0.291316527,0.777777778,0
0.333817126,0.422535211,0.585365854,0.153543307,0.831932773,0.386554622,0.777777778,1
0.333817126,0.374021909,0.487804878,0.161417323,0.831932773,0.420168067,0.75,4
0.362844703,0.391236307,0.463414634,0.165354331,0.831932773,0.420168067,0.777777778,7
0.333817126,0.3114241,0.390243902,0.173228347,0.831932773,0.450980392,0.805555556,15
0.346879536,0.295774648,0.341463415,0.177165354,0.831932773,0.549019608,0.833333333,11
0.375907112,0.3114241,0.317073171,0.177165354,0.831932773,0.515406163,0.861111111,5
0.391872279,0.264475743,0.243902439,0.177165354,0.831932773,0.613445378,0.833333333,11
0.391872279,0.250391236,0.219512195,0.18503937,0.831932773,0.579831933,0.861111111,14
0.375907112,0.233176839,0.219512195,0.192913386,0.831932773,0.484593838,0.888888889,13
0.362844703,0.184663537,0.182926829,0.204724409,0.831932773,0.484593838,0.916666667,6
0.319303338,0.201877934,0.256097561,0.216535433,0.831932773,0.291316527,0.861111111,2
0.306240929,0.201877934,0.268292683,0.228346457,0.831932773,0.355742297,0.944444444,3
0.277213353,0.201877934,0.304878049,0.244094488,0.831932773,0.420168067,0.944444444,1
0.23222061,0.201877934,0.378048781,0.251968504,0.831932773,0.322128852,0.944444444,0
0.216255443,0.201877934,0.402439024,0.263779528,0.831932773,0.193277311,0.972222222,0
0.188679245,0.201877934,0.451219512,0.275590551,0.831932773,0.193277311,0.944444444,0
0.14658926,0.184663537,0.5,0.279527559,0.831932773,0.128851541,0.888888889,0
0.14658926,0.201877934,0.524390244,0.287401575,0.831932773,0.162464986,0.833333333,0
0.114658926,0.201877934,0.597560976,0.295275591,0.831932773,0.162464986,0.861111111,0
0.114658926,0.201877934,0.597560976,0.307086614,0.831932773,0.193277311,0.861111111,0
0.130624093,0.201877934,0.56097561,0.318897638,0.831932773,0.226890756,0.833333333,0
0.14658926,0.201877934,0.524390244,0.330708661,0.831932773,0.226890756,0.861111111,0
0.175616836,0.201877934,0.475609756,0.342519685,0.831932773,0.193277311,0.888888889,4
0.216255443,0.184663537,0.365853659,0.346456693,0.831932773,0.193277311,0.944444444,2
0.245283019,0.17057903,0.304878049,0.350393701,0.831932773,0.291316527,0.944444444,2
0.277213353,0.201877934,0.304878049,0.354330709,0.831932773,0.257703081,0.055555556,1
0.290275762,0.184663537,0.268292683,0.354330709,0.831932773,0.162464986,0.25,8
0.333817126,0.17057903,0.195121951,0.350393701,0.831932773,0.162464986,0.111111111,3
0.319303338,0.264475743,0.341463415,0.350393701,0.831932773,0.257703081,0.25,2
0.333817126,0.281690141,0.341463415,0.342519685,0.831932773,0.386554622,0.333333333,6
0.319303338,0.264475743,0.341463415,0.338582677,0.831932773,0.193277311,0.333333333,5
0.319303338,0.264475743,0.341463415,0.338582677,0.831932773,0.355742297,0.277777778,7
0.290275762,0.250391236,0.353658537,0.338582677,0.831932773,0.355742297,0.277777778,7
0.261248186,0.184663537,0.304878049,0.334645669,0.831932773,0.355742297,0.277777778,6
0.23222061,0.154929578,0.304878049,0.330708661,0.831932773,0.322128852,0.305555556,1
0.188679245,0.215962441,0.475609756,0.338582677,0.831932773,0.128851541,0.361111111,4
0.188679245,0.215962441,0.475609756,0.350393701,0.831932773,0.128851541,0.25,0
0.216255443,0.250391236,0.475609756,0.342519685,0.831932773,0.226890756,0.25,0
0.175616836,0.264475743,0.597560976,0.342519685,0.831932773,0.226890756,0.388888889,2
0.175616836,0.281690141,0.634146342,0.342519685,0.831932773,0.193277311,0.416666667,0
0.175616836,0.295774648,0.658536585,0.342519685,0.831932773,0.162464986,0.333333333,0
0.175616836,0.264475743,0.597560976,0.338582677,0.831932773,0.193277311,0.361111111,0
0.216255443,0.281690141,0.536585366,0.338582677,0.831932773,0.098039216,0.222222222,0
0.216255443,0.295774648,0.573170732,0.338582677,0.831932773,0.128851541,0.25,0
0.188679245,0.281690141,0.597560976,0.334645669,0.831932773,0.162464986,0.333333333,0
0.216255443,0.3114241,0.609756098,0.334645669,0.831932773,0.128851541,0.222222222,0
0.245283019,0.356807512,0.634146342,0.330708661,0.831932773,0.098039216,0.472222222,1
0.306240929,0.325508607,0.451219512,0.338582677,0.831932773,0.226890756,0.416666667,1
0.362844703,0.325508607,0.365853659,0.334645669,0.831932773,0.193277311,0.5,2
0.391872279,0.325508607,0.317073171,0.326771654,0.831932773,0.193277311,0.361111111,9
0.420899855,0.3114241,0.268292683,0.322834646,0.831932773,0.193277311,0,4
0.464441219,0.342723005,0.243902439,0.322834646,0.831932773,0.355742297,0.25,8
0.464441219,0.325508607,0.231707317,0.318897638,0.831932773,0.355742297,0.277777778,16
0.420899855,0.342723005,0.304878049,0.311023622,0.831932773,0.386554622,0.25,5
0.391872279,0.356807512,0.365853659,0.307086614,0.831932773,0.322128852,0.222222222,18
0.407837446,0.356807512,0.341463415,0.303149606,0.831932773,0.322128852,0.194444444,2
0.362844703,0.356807512,0.414634146,0.307086614,0.831932773,0.257703081,0.222222222,1
0.362844703,0.325508607,0.365853659,0.303149606,0.831932773,0.291316527,0.194444444,3
0.333817126,0.342723005,0.43902439,0.299212598,0.831932773,0.226890756,0.25,6
0.319303338,0.342723005,0.463414634,0.303149606,0.831932773,0.162464986,0.194444444,1
0.319303338,0.374021909,0.512195122,0.303149606,0.831932773,0.128851541,0.166666667,3
0.290275762,0.374021909,0.573170732,0.299212598,0.831932773,0.098039216,0.111111111,1
0.277213353,0.391236307,0.634146342,0.299212598,0.831932773,0.098039216,0.166666667,0
0.245283019,0.391236307,0.719512195,0.303149606,0.831932773,0.098039216,0.027777778,0
0.23222061,0.374021909,0.707317073,0.299212598,0.831932773,0.098039216,0.305555556,0
0.23222061,0.356807512,0.670731707,0.299212598,0.831932773,0.226890756,0.361111111,0
0.203193033,0.342723005,0.707317073,0.303149606,0.831932773,0.162464986,0.333333333,0
0.245283019,0.374021909,0.670731707,0.307086614,0.831932773,0.226890756,0.305555556,0
0.245283019,0.325508607,0.573170732,0.311023622,0.831932773,0.226890756,0.305555556,0
0.216255443,0.3114241,0.609756098,0.318897638,0.831932773,0.193277311,0.388888889,0
0.290275762,0.325508607,0.487804878,0.326771654,0.831932773,0.193277311,0.361111111,1
